OBJECTID,ROUTEID,FROMMEASURE,TOMEASURE,FROMDATE,TODATE,EVENTID,AADT,AADT_YEAR,LOCERROR,SHAPELEN
149,11000302,0,92.6347667,2017-01-01T00:00:00.000Z,,{5E4DB32E-EC43-446F-B727-49939034A493},15192,2017,NO ERROR,92.6347756666598
150,11000302,92.6347667,182.8931,2017-01-01T00:00:00.000Z,,{D4162F1D-60D7-4310-B6D2-7243C7EC757A},15192,2017,NO ERROR,90.2583487368389
151,11000302,182.8931323,254.4796277,2017-01-01T00:00:00.000Z,,{2F336694-D638-4892-9843-0DACFEE20EF0},12212,2017,NO ERROR,71.5865036216838
152,11000302,254.4796277,420.6825595,2017-01-01T00:00:00.000Z,,{0D16E9E8-DAB7-4A6C-9238-4B8511359090},12212,2017,NO ERROR,166.202931610231
153,11000302,420.6825595,555.2489812,2017-01-01T00:00:00.000Z,,{BFEE3362-F985-47C1-A7F1-73882C8D2C0E},12212,2017,NO ERROR,134.56635565134
154,11000302,555.2489812,703.3383043,2017-01-01T00:00:00.000Z,,{98E8EF56-5022-4E5E-807B-A5E00CD7BAF9},12212,2017,NO ERROR,148.089400030965
155,11000302,703.3383043,787.1425563,2017-01-01T00:00:00.000Z,,{E710BA61-4744-43A2-BD42-A86D413BA531},12212,2017,NO ERROR,83.8042162046327
156,11000302,787.1425563,837.9018394,2017-01-01T00:00:00.000Z,,{EA011A98-6E06-43E4-8EE2-2100A8FD749B},12212,2017,NO ERROR,50.7592671147249
157,11000302,837.9018394,893.7111883,2017-01-01T00:00:00.000Z,,{6DA8DF10-771C-44B2-88B4-943D3A9B37B6},12212,2017,NO ERROR,55.8093758918889
1,11000102,0,70.7386,2017-01-01T00:00:00.000Z,,{FCB3082C-37A7-4536-A320-92982690587B},3012,2017,NO ERROR,70.7386042899226
